id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score
2301.00971v2,Second Harmonic Generation in Chemical Vapor Deposition Synthesized CuS Crystals,2023,cond-mat.mtrl-sci,"copper sulfide (cus) has garnered significant attention in various fields of
application due to its unique electronic, optical, and catalytic features. in
this study, we present the chemical vapor dep...",http://arxiv.org/pdf/2301.00971v2,Downloaded (1849.90 KB),"deposition, cu, copper",38
2309.15291v1,Lithium plating induced degradation during fast charging of batteries subjected to compressive loading,2023,"cond-mat.mtrl-sci, physics.app-ph","we report the lithium plating associated capacity loss during fast charging
of compressively loaded lithium-ion batteries (libs). the charging and
discharging of lib under compressive loading during s...",http://arxiv.org/pdf/2309.15291v1,Downloaded (1877.37 KB),lithium,12
1702.01065v1,Giant magnetoresistance and structure of electrodeposited Co/Cu multilayers: the influence of layer thicknesses and Cu deposition potential,2017,cond-mat.mtrl-sci,"the giant magnetoresistance (gmr) and structure was investigated for
electrodeposited co/cu multilayers prepared by a conventional
galvanostatic/potentiostatic pulse combination from a pure sulfate el...",http://arxiv.org/pdf/1702.01065v1,Downloaded (463.32 KB),"deposition, cu",25
2210.07678v1,Direct Reuse of Aluminium and Copper Current Collectors from Spent Lithium-ion Batteries,2022,physics.chem-ph,"the ever-increasing number of spent lithium-ion batteries (libs) has
presented a serious waste-management challenge. aluminium and copper current
collectors are important components in libs and take u...",http://arxiv.org/pdf/2210.07678v1,Downloaded (2481.43 KB),"cu, copper, lithium",38
2211.01010v1,One-Step Formation of Plasmonic Cu Nanodomains in p-Type Cu$_2$O Matrix Films for Enhanced Photoconversion of n-ZnO/p-Cu$_2$O Heterojunctions,2022,"physics.app-ph, cond-mat.mtrl-sci","plasmonic cu nanoparticles were in-situ grown into a cu$_2$o semiconductor
matrix by using reactive magnetron sputtering and adjusting the amount of
oxygen available during the synthesis in order to p...",http://arxiv.org/pdf/2211.01010v1,Downloaded (2034.88 KB),"deposition, cu, copper",38
2204.11631v1,Suppressing chemical corrosions of lithium metal anodes,2022,"cond-mat.mtrl-sci, physics.chem-ph","the lithium (li) metal anode is essential for next generation high energy
density rechargeable li metal batteries. although extensive studies have been
performed to prolong the cycle life of li metal ...",http://arxiv.org/pdf/2204.11631v1,Downloaded (1239.75 KB),"cu, lithium",25
1811.07446v1,Carbon nanotube-copper fibers produced by electrospinning: electrical conductivity measurements,2018,physics.app-ph,"recent advances in nanotechnology have provided new materials which have the
potential to surpass copper and aluminum alloys in electrical conductivity,
weight and ampacity [2-6]. among these carbon n...",http://arxiv.org/pdf/1811.07446v1,Downloaded (382.62 KB),"deposition, cu, copper",38
1809.00450v1,Atomic and electronic structure of graphene oxide/Cu interface,2018,"cond-mat.mtrl-sci, cond-mat.mes-hall, physics.chem-ph, physics.comp-ph","the results of x-ray photoemission (xps) and valence bands spectroscopy,
optically stimulated electron emission (osee) measurements and density
functional theory based modeling of graphene oxide (go) ...",http://arxiv.org/pdf/1809.00450v1,Downloaded (1155.24 KB),"deposition, cu, copper",38
1507.02334v1,How Voltage Drops are Manifested by Lithium Ion Configurations at Interfaces and in Thin Films on Battery Electrodes,2015,"cond-mat.mtrl-sci, physics.chem-ph","battery electrode surfaces are generally coated with electronically
insulating solid films of thickness 1-50 nm. both electrons and li+ can move at
the electrode-surface film interface in response to ...",http://arxiv.org/pdf/1507.02334v1,Downloaded (4538.50 KB),"deposition, cu, battery, electrodeposition, lithium",62
1804.03262v3,Correlation of Structure and Stress in Electroplated Thick Ni Films,2018,physics.app-ph,"here we report the evolution of ni stress in electroplated ni films and
investigate its origins as a function of electroplating time. first, low stress
200-nm-thick ti / 200-nm thick ni seed layers ar...",http://arxiv.org/pdf/1804.03262v3,Failed: HTTP Error 404: Not Found,"cu, electroplating",25
2310.16202v2,Existence of solution to a system of PDEs modeling the crystal growth inside lithium batteries,2023,"math.AP, cond-mat.mtrl-sci, cs.NA, math.NA, 35Q74, 35Q56 (primary), 35Q92, 78A57 (secondary), G.1.8; G.1.10; J.2","we study a model for lithium (li) electrodeposition on li-metal electrodes
that leads to dendritic pattern formation. the model comprises of a system of
three coupled pdes, taking the form of an allen...",http://arxiv.org/pdf/2310.16202v2,Downloaded (1575.84 KB),"deposition, electrodeposition, lithium",38
1609.06280v1,Magnetoresistance and surface roughness study of electrodeposited Ni50Co50/Cu multilayers,2016,cond-mat.mtrl-sci,"room-temperature transport properties (the zero-field resistivity, \rho 0,
and the gmr) were studied for ed ni50co50/cu multilayers as a function of the
individual layer thicknesses and total multilay...",http://arxiv.org/pdf/1609.06280v1,Downloaded (322.06 KB),"deposition, cu",25
2011.13281v1,Crossover between re-nucleation and dendritic growth in electrodeposition without supporting electrolyte,2020,"cond-mat.mes-hall, nlin.PS, physics.chem-ph","this work focuses on the microstructure of metallic deposits formed by
galvanostatic electrodeposition inside a hele-shaw cell without both supporting
electrolyte and flow. for a low applied current d...",http://arxiv.org/pdf/2011.13281v1,Downloaded (2429.59 KB),"deposition, cu, copper, electrodeposition",50
2310.12506v1,"Comparison of the Resistivities of Nanostructured Films Made from Silver, Copper-Silver and Copper Nanoparticle and Nanowire Suspensions",2023,"physics.app-ph, cond-mat.mtrl-sci","spray deposition and inkjet printing of various nanostructures are emerging
complementary methods for creating conductive coatings on different substrates.
in comparison to established deposition tech...",http://arxiv.org/pdf/2310.12506v1,Downloaded (1031.00 KB),"deposition, cu, copper",38
1307.6785v1,Control of Intermolecular Bonds by Deposition Rates at Room Temperature: Hydrogen Bonds versus Metal Coordination in Trinitrile Monolayers,2013,cond-mat.mtrl-sci,"self-assembled monolayers of 1,3,5-tris(4'-biphenyl-4""-carbonitrile)benzene,
a large functional trinitrile molecule, on the (111) surfaces of copper and
silver under ultrahigh vacuum conditions were s...",http://arxiv.org/pdf/1307.6785v1,Downloaded (740.64 KB),"deposition, cu, copper",38
2001.03295v1,A barrier/seed system for electroless metallization on complex surfaces using (aminomethylaminoethyl)phenethyltrimethoxysilane self-assembled films,2020,"physics.app-ph, cond-mat.mtrl-sci","high frequency signals propagate along the edges of conductors. if the
conductors are electroplated, then the seed layer forms at least one edge, so
care must be taken to insure the electrical quality...",http://arxiv.org/pdf/2001.03295v1,Downloaded (678.37 KB),"deposition, copper",25
1311.6029v1,Strong Enhancement of Thermal Properties of Copper Films after Chemical Vapor Deposition of Graphene,2013,cond-mat.mtrl-sci,"we demonstrated that chemical vapor deposition of graphene on cu films
strongly enhances their thermal diffusivity and thermal conductivity.
deposition of graphene increases the thermal conductivity o...",http://arxiv.org/pdf/1311.6029v1,Downloaded (923.63 KB),"deposition, cu, copper",38
1508.04920v1,Sputtering based epitaxial growth and modeling of Cu/Si thin films,2015,cond-mat.mtrl-sci,"epitaxial copper thin films were deposited by magnetron sputtering. the
adatoms during deposition are influenced by deposition parameters which cause
variations in thin film properties. xrd and fesem ...",http://arxiv.org/pdf/1508.04920v1,Downloaded (381.54 KB),"deposition, cu, copper",38
2201.08074v1,Evaluation of the Thermal Stability of TiW/Cu Heterojunctions Using a Combined SXPS and HAXPES Approach,2022,cond-mat.mtrl-sci,"power semiconductor device architectures require the inclusion of a diffusion
barrier to suppress, or at best prevent the interdiffusion between the copper
metallisation interconnects and the surround...",http://arxiv.org/pdf/2201.08074v1,Downloaded (12368.00 KB),"cu, copper",25
2412.19376v1,Guidelines for Correlative Imaging and Analysis of Reactive Lithium Metal Battery Materials,2024,cond-mat.mtrl-sci,"to unlock the full potential of lithium metal batteries, a deep understanding
of lithium metal reactivity and its solid electrolyte interphase is essential.
correlative imaging, combining focused ion ...",http://arxiv.org/pdf/2412.19376v1,Downloaded (1701.26 KB),"deposition, cu, battery, lithium",50
1905.00584v2,Demonstration of Sputtering Atomic Layer Augmented Deposition (SALAD): Aluminum Oxide-Copper Dielectric-Metal Nanocomposite,2019,physics.app-ph,"designing a thin film structure often begins with choosing a film deposition
method that employs a specific primary process by which chemical species are
formed and transported. in other words, a film...",http://arxiv.org/pdf/1905.00584v2,Downloaded (845.86 KB),"deposition, cu, copper",38
1706.05929v1,Unwanted electroless zinc plating on current collectors in zinc air batteries,2017,cond-mat.mtrl-sci,"the occurrence of metallic film deposition without external power supply on
the copper current collector of a zinc air battery half-cell containing zinc
slurry is investigated. therefore, test specime...",http://arxiv.org/pdf/1706.05929v1,Downloaded (1071.64 KB),"deposition, cu, copper, battery",50
1606.06363v1,In situ AFM Observations of Li-Oxygen Electrochemical Reactions,2016,cond-mat.mtrl-sci,"the morphologies of crystalline lithium peroxide (li2o2) discharge products
in li-o2 batteries have been shown to exhibit a dependency on subtle variations
within the battery cell-operating environmen...",http://arxiv.org/pdf/1606.06363v1,Downloaded (1232.10 KB),"deposition, battery, lithium",38
2110.13727v1,Novel Lithium-Sulfur Polymer Battery Operating at Moderate Temperature,2021,"physics.app-ph, cond-mat.mtrl-sci","a safe lithium-sulfur (li-s) battery employs a composite polymer electrolyte
based on a poly(ethylene glycol) dimethyl ether (pegdme) solid at room
temperature. the electrolyte membrane enables a stab...",http://arxiv.org/pdf/2110.13727v1,Downloaded (1044.01 KB),"deposition, cu, battery, lithium",50
1909.03250v1,Synergistic Effect of One- and Two-dimensional Connected Coral-like Li$_{6.25}$Al$_{0.25}$La$_3$Zr$_2$O$_{12}$ in PEO-Based Composite Solid State Electrolyte,2019,"physics.chem-ph, physics.app-ph","as one of the most promising next-generation energy storage device, lithium
metal batteries have been extensively investigated. however, the poor safety
issue and undesired lithium dendrites growth hi...",http://arxiv.org/pdf/1909.03250v1,Downloaded (1779.57 KB),"deposition, cu, lithium",38
0712.1009v1,The CH3SH molecule deposited on Cu(111) and deprotonation,2007,cond-mat.mtrl-sci,"we demonstrate for the first time that when a methanethiol adsorbed on the
regular cu(111) surface, the dissociative structure is thermodynamically more
stable than the intact one. the computational r...",http://arxiv.org/pdf/0712.1009v1,Downloaded (332.36 KB),"cu, copper",25
1702.04009v1,Nanoscale Solid State Batteries Enabled By Thermal Atomic Layer Deposition of a Lithium Polyphosphazene Solid State Electrolyte,2017,physics.chem-ph,"several active areas of research in novel energy storage technologies,
including three-dimensional solid state batteries and passivation coatings for
reactive battery electrode components, require con...",http://arxiv.org/pdf/1702.04009v1,Downloaded (3051.92 KB),"deposition, cu, battery, lithium",50
2007.15756v1,Marcus-Hush-Chidsey Kinetics at Electrode-Electrolyte Interfaces,2020,physics.chem-ph,"electrochemical kinetics at electrode-electrolyte interfaces limit
performance of devices including fuel cells and batteries. while the importance
of moving beyond butler-volmer kinetics and incorpora...",http://arxiv.org/pdf/2007.15756v1,Downloaded (651.65 KB),"deposition, cu, electrodeposition",38
1401.4444v1,Mesoscopic Models of Plants Composed of Metallic Nanowires,2013,cond-mat.mtrl-sci,"various metallic structures of complex shape resembling living plant
organisms (biomimetics) are produced as a result of selfassembly of nanowires
growing on porous membranes in the course of pulse cu...",http://arxiv.org/pdf/1401.4444v1,Downloaded (10491.74 KB),"deposition, cu, electrodeposition, electroplating",50
1711.07579v1,Characterisation of p-type ZnS:Cu transparent conducting films fabricated by high-temperature pulsed laser deposition,2017,cond-mat.mtrl-sci,"copper-doped zinc sulphide (zns:cu) thin films were synthesized through
pulsed laser ablation in an inert background gas on stationary and rotating
substrates, and a comprehensive opto-electrical char...",http://arxiv.org/pdf/1711.07579v1,Downloaded (2815.00 KB),"deposition, cu, copper",38
1806.09003v1,Kinetics-Controlled Degradation Reactions at Crystalline LiPON/Li(x)CoO(2) and Crystalline LiPON/Li-metal Interfaces,2018,cond-mat.mtrl-sci,"detailed understanding of solid-solid interface structure-function relations
is critical for the improvement and wide deployment of all solid-state
batteries. the interfaces between lithium phosphorou...",http://arxiv.org/pdf/1806.09003v1,Downloaded (569.11 KB),"deposition, cu, battery, lithium",50
2205.05615v1,Effect of substrate temperature on the optoelectronic properties of DC magnetron sputtered copper oxide films,2022,cond-mat.mtrl-sci,"copper oxide thin films are deposited on quartz substrates by dc magnetron
sputtering and the effect of deposition temperature on their optoelectronic
properties is examined in detail. scanning electr...",http://arxiv.org/pdf/2205.05615v1,Downloaded (553.93 KB),"deposition, cu, copper",38
2010.02608v1,Li4-xGe1-xPxO4 a potential solid-state electrolyte for all-oxide microbatteries,2020,"cond-mat.mtrl-sci, physics.app-ph","solid-state electrolytes for li-ion batteries are attracting growing interest
as they allow building safer batteries, also using lithium metal anodes. here
we studied a compound in the lithium superio...",http://arxiv.org/pdf/2010.02608v1,Downloaded (1557.54 KB),"deposition, cu, lithium",38
2502.01422v1,Accelerated recrystallization of nanocrystalline films as a manifestation of the inner size effect of the diffusion coefficient,2025,"cond-mat.mtrl-sci, physics.bio-ph","this paper is devoted to studying the recrystallization of 100 nm thick
polycrystalline films of copper and silver. it is found that in copper films
deposited by the thermal evaporation method onto a ...",http://arxiv.org/pdf/2502.01422v1,Downloaded (947.20 KB),"cu, copper",25
2002.06634v1,Investigating the role of Cu foil orientation in the growth of large BN films synthesized by reactive RF magnetron sputtering,2020,"cond-mat.mtrl-sci, physics.app-ph","two dimensional materials are an emerging class of materials which is
transforming the present day research activity on a phenomenal scale. hexagonal
boron nitride is a wide band gap 2d material which...",http://arxiv.org/pdf/2002.06634v1,Downloaded (1297.03 KB),"deposition, cu, copper",38
1607.01960v1,Temperature dependence of the electrical resistivity and the anisotropic magnetoresistance (AMR) of electrodeposited Ni Co alloys,2016,cond-mat.mtrl-sci,"the electrical resistivity and the anisotropic magnetoresistance (amr) was
investigated for ni co alloys at and below room temperature. the ni co alloy
layers having a thickness of about 2 um were pre...",http://arxiv.org/pdf/1607.01960v1,Downloaded (345.12 KB),"deposition, cu, electrodeposition",38
1108.3888v1,Structure and magnetic properties of nanostructured Pd-Fe thin films produced by pulse electrodeposition,2011,cond-mat.mtrl-sci,"nanostructured pd-fe thin films with varied fe content were prepared by
electrodeposition technique from organic electrolytes on cu and brass
substrates. the structure and the magnetic properties of t...",http://arxiv.org/pdf/1108.3888v1,Downloaded (554.48 KB),"deposition, cu, electrodeposition",38
1612.00314v1,Intra-wire coupling in segmented Ni/Cu nanowires deposited by electrodeposition,2016,cond-mat.mtrl-sci,"segmented magnetic nanowires are a promising route for the development of
three dimensional data storage techniques. such devices require a control of
the coercive field and the coupling mechanisms be...",http://arxiv.org/pdf/1612.00314v1,Downloaded (1827.59 KB),"deposition, cu, electrodeposition",38
2405.02046v1,Cu$_x$Al$_{1-x}$ films as Alternatives to Copper for Advanced Interconnect Metallization,2024,cond-mat.mtrl-sci,"cu$_x$al$_{1-x}$ thin films with $0.2 \le x \le 0.7$ have been studied as
potential alternatives for the metallization of advanced interconnects.
first-principles simulations were used to obtain the c...",http://arxiv.org/pdf/2405.02046v1,Downloaded (1367.29 KB),"deposition, cu, copper",38
0210139v1,A Novel Predictive Tool in Nanoengineering: Straightforward Estimation of Superconformal Filling Efficiency,2002,cond-mat.mtrl-sci,"it is shown that the superconformal filling (scf) efficiency
($\epsilon_{scf}$) of nano-scale cavities can be rationalized in terms of
relevant physical and geometric parameters. based on extensive nu...",http://arxiv.org/pdf/cond-mat/0210139v1,Downloaded (166.39 KB),copper,12
2206.05115v1,Surface engineering for ultrathin metal anodes enabling high-performance Zn-ion batteries,2022,"cond-mat.mtrl-sci, physics.app-ph","zn metal battery has been considered a promising alternative energy storage
technology in renewable energy storage and grid storage. it is well-known that
the surface orientation of a zn metal anode i...",http://arxiv.org/pdf/2206.05115v1,Downloaded (3784.83 KB),"cu, battery",25
0902.1672v1,Reverse depth profiling of electrodeposited Co/Cu multilayers by SNMS,2009,cond-mat.mtrl-sci,"the overall quality of multilayer thin films prepared by electrodeposition is
strongly influenced by the surface and interface roughness which increases with
the layer number. for that very reason the...",http://arxiv.org/pdf/0902.1672v1,Downloaded (46.97 KB),"deposition, cu, electrodeposition",38
1208.5608v1,The control of graphene double-layer formation in copper-catalyzed chemical vapor deposition,2012,cond-mat.mes-hall,"the growth of graphene during cu-catalyzed chemical vapor deposition was
studied using 12ch4 and 13ch4 precursor gasses. we suggest that the growth
begins by the formation of a multilayer cluster. thi...",http://arxiv.org/pdf/1208.5608v1,Downloaded (533.58 KB),"deposition, cu, copper",38
1701.06057v1,High-Yield Proximity-Induced Chemical Vapor Deposition of Graphene Over Millimeter-Sized Hexagonal Boron Nitride,2017,cond-mat.mtrl-sci,"we present a transfer-free preparation method for graphene on hexagonal boron
nitride (h-bn) crystals by chemical vapor deposition of graphene via a
catalytic proximity effect, i.e. activated by a cu ...",http://arxiv.org/pdf/1701.06057v1,Downloaded (1844.34 KB),"deposition, cu, copper",38
1808.06786v1,Cu:ZnO deposited on porous ceramic substrates by a simple thermal method for photocatalytic application,2018,physics.chem-ph,"thin films of undoped zinc oxide (zno) and doped zno with copper were
deposited on ceramic pellets made from abundant local clay materials with an
addition of zirconia (zro2). the thin layers were pre...",http://arxiv.org/pdf/1808.06786v1,Downloaded (618.99 KB),"cu, copper",25
2501.05659v1,Atomic-resolution structural and spectroscopic evidence for the synthetic realization of two-dimensional copper boride,2025,"cond-mat.mtrl-sci, cond-mat.mes-hall","since the first realization of borophene on ag(111), two-dimensional (2d)
boron nanomaterials have attracted significant interest due to their
polymorphic diversity and potential for hosting solid-sta...",http://arxiv.org/pdf/2501.05659v1,Downloaded (14969.95 KB),"deposition, cu, copper",38
2106.10979v2,Self-healing mechanism of lithium in lithium metal batteries,2021,"cond-mat.mtrl-sci, physics.comp-ph","li metal is an ideal anode material for use in state-of-the-art secondary
batteries. however, li-dendrite growth is a safety concern and results in low
coulombic efficiency, which significantly restri...",http://arxiv.org/pdf/2106.10979v2,Downloaded (6083.31 KB),"deposition, cu, lithium",38
1307.6621v1,Rate-dependent morphology of Li2O2 growth in Li-O2 batteries,2013,"physics.chem-ph, cond-mat.mes-hall, cond-mat.mtrl-sci","compact solid discharge products enable energy storage devices with high
gravimetric and volumetric energy densities, but solid deposits on active
surfaces can disturb charge transport and induce mech...",http://arxiv.org/pdf/1307.6621v1,Downloaded (1363.69 KB),"cu, lithium",25
1401.8089v1,Interaction between graphene and copper substrate: The role of lattice orientation,2014,cond-mat.mes-hall,"we present a comprehensive study of graphene grown by chemical vapor
deposition on copper single crystals with exposed (100), (110) and (111) faces.
direct examination of the as-grown graphene by rama...",http://arxiv.org/pdf/1401.8089v1,Downloaded (4022.55 KB),"deposition, cu, copper",38
2210.06946v1,Industrial graphene coating of low-voltage copper wires for power distribution,2022,"physics.app-ph, eess.SP","copper (cu) is the electrical conductor of choice in many categories of
electrical wiring, with household and building installations being the major
market of this metal. this work demonstrates the co...",http://arxiv.org/pdf/2210.06946v1,Downloaded (2638.97 KB),"deposition, cu, copper",38
2203.08609v3,The Sabatier principle for Battery Anodes: Chemical Kinetics and Reversible Electrodeposition at Heterointerfaces,2022,"physics.chem-ph, cond-mat.mtrl-sci","how surface chemistry influences reactions occurring thereupon has been a
long-standing question of broad scientific and technological interest for
centuries. recently, it has re-emerged as a critical...",http://arxiv.org/pdf/2203.08609v3,Downloaded (22330.90 KB),"deposition, cu, battery, electrodeposition",50
0105483v1,Roughness Scaling in Cyclical Surface Growth,2001,"cond-mat.stat-mech, cond-mat.mtrl-sci","the scaling behavior of cyclical growth (e.g. cycles of alternating
deposition and desorption primary processes) is investigated theoretically and
probed experimentally. the scaling approach to kineti...",http://arxiv.org/pdf/cond-mat/0105483v1,Downloaded (310.26 KB),"deposition, electrodeposition",25
1704.00913v1,Electrodeposition of Ni from Various Non-Aqueous Media: The Case of Alcoholic Solutions,2017,cond-mat.mtrl-sci,"although electrodeposition from aqueous media has been widely used to obtain
metallic deposits, there are cases where the application of non-aqueous
solutions offers advantages over the traditional ba...",http://arxiv.org/pdf/1704.00913v1,Downloaded (713.96 KB),"deposition, electrodeposition",25
2210.12131v1,Understanding The Reversible Electrodeposition of Al in Low-Cost Room Temperature Molten Salts,2022,"physics.app-ph, cond-mat.mtrl-sci","aluminum is the most earth-abundant metal, is trivalent, is inert in ambient
humid air, and has a density approximately four-times that of lithium at room
temperature. these attributes make it an attr...",http://arxiv.org/pdf/2210.12131v1,Downloaded (2787.30 KB),"deposition, battery, electrodeposition, lithium",50
2408.13090v1,Direct observation of structural phase transformations during continuous phosphorus deposition on Cu(111),2024,"cond-mat.mtrl-sci, cond-mat.mes-hall","blue phosphorene -- two-dimensional, hexagonal-structured, semiconducting
phosphorus -- has gained attention as it is considered easier to synthesize on
metal surfaces than its allotrope, black phosph...",http://arxiv.org/pdf/2408.13090v1,Downloaded (1110.38 KB),"deposition, cu, copper",38
2203.05501v1,Modeling of porous lithium metal electrodes: turning the Li-dendrite problem around,2022,"cond-mat.mtrl-sci, cond-mat.mes-hall","the properties of rechargeable lithium-ion batteries are determined by the
electrochemical and kinetic properties of their constituent materials as well
as by their underlying microstructure. microstr...",http://arxiv.org/pdf/2203.05501v1,Downloaded (8389.00 KB),"deposition, cu, battery, lithium",50
1210.1995v1,Using atomic layer deposition to hinder solvent decomposition in lithium ion batteries: first principles modeling and experimental studies,2012,cond-mat.mtrl-sci,"passivating lithium ion battery electrode surfaces to prevent electrolyte
decomposition is critical for battery operations. recent work on conformal
atomic layer deposition (ald) coating of anodes and...",http://arxiv.org/pdf/1210.1995v1,Downloaded (3105.59 KB),"deposition, cu, battery, lithium",50
1901.02606v1,Copper atomic contacts exposed to water molecules,2019,physics.chem-ph,"monatomic and molecular hydrogen and also oxygen, as well as water molecules
and oh that are exposed to atomic copper in intimate contact have been studied
theoretically using computational methods. t...",http://arxiv.org/pdf/1901.02606v1,Downloaded (561.43 KB),"cu, copper",25
2110.00714v1,Reversible Structural Transition of Two-Dimensional Copper Selenide on Cu(111),2021,"cond-mat.mtrl-sci, cond-mat.mes-hall","structural engineering opens a door to manipulating the structures and thus
tuning the properties of two-dimensional materials. here, we report a
reversible structural transition in honeycomb cuse mon...",http://arxiv.org/pdf/2110.00714v1,Downloaded (505.36 KB),"deposition, cu, copper",38
2402.02751v2,Tantalum electrodeposition using a nanoporous anodic alumina template and a nanostructured gold/nickel-chromium glass-ceramic substrate,2024,"physics.app-ph, cond-mat.mtrl-sci","electrodeposition of tantalum coating was performed from an ionic liquid,
bmp[tf2n], in the presence of dissolved anhydrous taf5 and lif. superficial
x-ray photoelectron spectroscopy supplemented by a...",http://arxiv.org/pdf/2402.02751v2,Downloaded (726.48 KB),"deposition, electrodeposition",25
1507.03249v1,Indirect Spin Exchange Interaction in Substituted Copper Phthalocyanine Crystalline Thin Films,2015,cond-mat.mtrl-sci,"the origins of indirect spin exchange in crystalline thin films of copper
octabutoxy phthalocyanine (cu-obpc) are investigated using magnetic circular
dichroism (mcd) spectroscopy. these studies are m...",http://arxiv.org/pdf/1507.03249v1,Downloaded (517.97 KB),"deposition, cu, copper",38
1702.07816v1,Compressive mechanical response of graphene foams and their thermal resistance with copper interfaces,2017,cond-mat.mtrl-sci,"we report compressive mechanical response of graphene foams (gfs) and the
thermal resistance ($r_{tim}$) between copper (cu) and gfs, where gfs were
prepared by the chemical vapor deposition (cvd) met...",http://arxiv.org/pdf/1702.07816v1,Downloaded (1508.92 KB),"deposition, cu, copper",38
1706.10178v1,Two-Dimensional h-BN and MoS2 as Diffusion Barriers for Ultra-Scaled Copper Interconnects,2017,cond-mat.mtrl-sci,"copper interconnects in modern integrated circuits require ultra-thin
barriers to prevent intermixing of cu with surrounding dielectric materials.
conventional barriers rely on metals like tan, howeve...",http://arxiv.org/pdf/1706.10178v1,Downloaded (1089.42 KB),"cu, copper",25
1703.00266v1,"Spatially-resolved, substrate-induced rectification in C$_{60}$ bilayers on copper",2017,cond-mat.mes-hall,"we demonstrate rectification ratios ($rr$) of $\gtrsim$1000 at biases of
1.3~v in bilayers of \buck deposited on copper. using scanning tunneling
spectroscopy and first-principles calculations, we sho...",http://arxiv.org/pdf/1703.00266v1,Downloaded (1856.76 KB),"cu, copper",25
1305.5754v1,Non-destructive and Rapid Evaluation of CVD Graphene by Dark Field Optical Microscopy,2013,cond-mat.mtrl-sci,"non-destructive and rapid evaluation of graphene directly on the growth
substrate (cu foils) by dark field (df) optical microscopy is demonstrated.
without any additional treatment, graphene on cu foi...",http://arxiv.org/pdf/1305.5754v1,Downloaded (1472.64 KB),"deposition, cu, copper",38
1606.02985v2,Anomalous electronic heat capacity of copper nanowires at sub-kelvin temperatures,2016,cond-mat.mes-hall,"we have measured the electronic heat capacity of thin film nanowires of
copper and silver at temperatures 0.1 - 0.3 k; the films were deposited by
standard electron-beam evaporation. the specific heat...",http://arxiv.org/pdf/1606.02985v2,Downloaded (4200.96 KB),"cu, copper",25
2201.04947v2,Template-assisted growth of silver nanowires by electrodeposition,2021,"cond-mat.mtrl-sci, cond-mat.mes-hall","template-assisted synthesis is a facile way of growing various
one-dimensional nanostructures. among various nanoporous templates, anodic
aluminium oxide (aao) is most commonly used. in this work, the...",http://arxiv.org/pdf/2201.04947v2,Downloaded (329.58 KB),"deposition, cu, electrodeposition",38
1011.1683v5,Raman and optical characterization of multilayer turbostratic graphene grown via chemical vapor deposition,2010,"cond-mat.mtrl-sci, cond-mat.mes-hall","we synthesize large-area graphene via atmospheric-pressure (ap) chemical
vapor deposition (cvd) on copper, and transfer to sio2 wafers. in contrast to
low-pressure (lp) cvd on copper, optical contrast...",http://arxiv.org/pdf/1011.1683v5,Downloaded (5129.87 KB),"deposition, cu, copper",38
1403.3546v1,Influence of Chemisorbed Oxygen on the Growth of Graphene on Cu(100) by Chemical Vapor Deposition,2014,cond-mat.mtrl-sci,"understanding the influence that copper substrate surface symmetry and oxygen
impurities have on the growth of graphene by chemical vapor deposition is
important for developing techniques for producin...",http://arxiv.org/pdf/1403.3546v1,Downloaded (1799.25 KB),"deposition, cu, copper",38
2305.19580v1,Monofluorinated Ether Electrolyte with Acetal Backbone for High-Performance Lithium Metal Batteries,2023,"cond-mat.mtrl-sci, physics.chem-ph","high degree of fluorination for ether electrolytes has resulted in improved
cycling stability of lithium metal batteries (lmbs) due to stable sei formation
and good oxidative stability. however, the s...",http://arxiv.org/pdf/2305.19580v1,Downloaded (2031.15 KB),"cu, lithium",25
1801.09763v1,Battery-like Supercapacitors from Vertically Aligned Carbon Nanofibers Coated Diamond: Design and Demonstrator,2018,"physics.app-ph, cond-mat.mtrl-sci","battery-like supercapacitors feature high power and energy densities as well
as long-term capacitance retention. the utilized capacitor electrodes are thus
better to have large surface areas, high con...",http://arxiv.org/pdf/1801.09763v1,Downloaded (1367.86 KB),"deposition, copper, battery",38
2407.21392v2,Strain rate sensitivity of a Cu/Al$_2$O$_3$ multi-layered thin film,2024,cond-mat.mtrl-sci,"to study the size and strain rate dependency of copper polycrystalline
microstructures, a multi-layered copper/al$_2$o$_3$ thin film was deposited on
a si substrate using a hybrid deposition system (c...",http://arxiv.org/pdf/2407.21392v2,Downloaded (37739.70 KB),"deposition, cu, copper",38
2207.01133v1,High-Capacity Rechargeable $Li/Cl_2$ Batteries with Graphite Positive Electrodes,2022,physics.app-ph,"developing new types of high-capacity and high-energy density rechargeable
battery is important to future generations of consumer electronics, electric
vehicles, and mass energy storage applications. ...",http://arxiv.org/pdf/2207.01133v1,Downloaded (3175.07 KB),"deposition, battery, lithium",38
2206.14013v1,Semiconductor-like Optical Properties Unveiled by Modeling of Short-Period Aluminum Oxide-Copper Multi-Layered Nanocomposites Deposited by Sputtering Atomic Layer Augmented Deposition (SALAD),2022,"cond-mat.mtrl-sci, physics.app-ph, physics.optics","in our previous publication, we discussed the optical properties of
multi-layered nanocomposite samples consisting of 300 pairs of an alox layer
and a cu layer produced from sputtering atomic layer au...",http://arxiv.org/pdf/2206.14013v1,Downloaded (1275.29 KB),"deposition, cu, copper",38
